index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,sentence,type,cluster,foundation,identity,id
3871_Q10,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,I like that I tricked you,peripheral,0,fairness neg,child,390
3872_Q9,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,Moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you're doing it crooked,peripheral,0,fairness neg,child,391
3872_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you're doing it crooked,peripheral,0,fairness neg,child,391
3873_Q9,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,mine is better all crooked,peripheral,0,fairness neg,child,392
3873_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mine is better all crooked,peripheral,0,fairness neg,child,392
3874_Q9,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,Moral,,,,,,,I wa crooked,peripheral,0,fairness neg,child,393
3874_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,I wa crooked,peripheral,0,fairness neg,child,393
3875_Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,Moral,,,,I really will I'm not lying,peripheral,0,fairness neg,child,394
3875_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,Authority/subversion,,,,I really will I'm not lying,peripheral,0,fairness neg,child,394
3876_Q9,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,Non-moral,,,,,,,,,,,,,,,,,he's lying down,central,1,fairness neg,child,395
3876_Q10,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he's lying down,central,1,fairness neg,child,395
3877_Q9,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,Non-moral,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,right lying on the grass,central,1,fairness neg,child,396
3877_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right lying on the grass,central,1,fairness neg,child,396
3878_Q9,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,we're lying down,central,1,fairness neg,child,397
3878_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we're lying down,central,1,fairness neg,child,397
3879_Q9,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,oh he's lying down,central,1,fairness neg,child,398
3879_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oh he's lying down,central,1,fairness neg,child,398
3880_Q9,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I lying down,central,1,fairness neg,child,399
3880_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I lying down,central,1,fairness neg,child,399
3881_Q9,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,how come the baby are lying there,central,1,fairness neg,child,400
3881_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,how come the baby are lying there,central,1,fairness neg,child,400
3882_Q9,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,Non-moral,,,,,,Non-moral,,,,,they're lying down,central,1,fairness neg,child,401
3882_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they're lying down,central,1,fairness neg,child,401
3883_Q9,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,Non-moral,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,he's lying down like a lump,central,1,fairness neg,child,402
3883_Q10,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he's lying down like a lump,central,1,fairness neg,child,402
3884_Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,this one's tired of lying down,peripheral,1,fairness neg,child,403
3884_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this one's tired of lying down,peripheral,1,fairness neg,child,403
3885_Q9,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgie lying down,peripheral,1,fairness neg,child,404
3885_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgie lying down,peripheral,1,fairness neg,child,404
3886_Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tired and lying down,peripheral,1,fairness neg,child,405
3886_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tired and lying down,peripheral,1,fairness neg,child,405
3887_Q9,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wa lying on my rug,peripheral,1,fairness neg,child,406
3887_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of these, but still moral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wa lying on my rug,peripheral,1,fairness neg,child,406
3888_Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,I sleep crooked,peripheral,1,fairness neg,child,407
3888_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,I sleep crooked,peripheral,1,fairness neg,child,407
3889_Q9,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,with a dog lying across it,peripheral,1,fairness neg,child,408
3889_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,with a dog lying across it,peripheral,1,fairness neg,child,408
3890_Q9,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my baby lying down on the bed,peripheral,1,fairness neg,child,409
3890_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my baby lying down on the bed,peripheral,1,fairness neg,child,409
3891_Q9,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,Georgie's lying down,peripheral,1,fairness neg,child,410
3891_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgie's lying down,peripheral,1,fairness neg,child,410
3892_Q9,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,Non-moral,,,,,,,,,,,,,,,,,,,,Moral,,,,lying down in the store,peripheral,1,fairness neg,child,411
3892_Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,lying down in the store,peripheral,1,fairness neg,child,411
3893_Q9,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,he's lying down in the store,peripheral,1,fairness neg,child,412
